module,value,count
Mathlib.Probability.Moments.Covariance,1024,2
Mathlib.Probability.Moments.Variance,0,21
Mathlib.Probability.Moments.Variance,2,59
Mathlib.Probability.Moments.Variance,1024,4
Mathlib.Probability.CondVar,0,12
Mathlib.Probability.CondVar,1,1
Mathlib.Probability.CondVar,2,25
Mathlib.Probability.CondVar,1024,2
Mathlib.Probability.Decision.Risk.Defs,0,19
Mathlib.Probability.Decision.Risk.Basic,0,3
Mathlib.Probability.Density,0,4
Mathlib.Probability.Distributions.Beta,0,30
Mathlib.Probability.Distributions.Beta,1,34
Mathlib.Probability.Distributions.Cauchy,0,12
Mathlib.Probability.Distributions.Cauchy,1,3
Mathlib.Probability.Distributions.Cauchy,2,7
Mathlib.Probability.Distributions.Gamma,0,35
Mathlib.Probability.Distributions.Gamma,1,5
Mathlib.Probability.Distributions.Exponential,0,34
Mathlib.Probability.Distributions.Exponential,1,7
Mathlib.Probability.Distributions.Fernique,0,15
Mathlib.Probability.Distributions.Fernique,1,28
Mathlib.Probability.Distributions.Fernique,2,50
Mathlib.Probability.Distributions.Fernique,4,10
Mathlib.Probability.Distributions.Fernique,8,2
Mathlib.Probability.IdentDistrib,1,2
Mathlib.Probability.IdentDistrib,2,2
Mathlib.Probability.Moments.Basic,0,37
Mathlib.Probability.Moments.Basic,1,5
Mathlib.Probability.Moments.Basic,2,1
Mathlib.Probability.Moments.IntegrableExpMul,0,35
Mathlib.Probability.Moments.IntegrableExpMul,2,2
Mathlib.Probability.Moments.ComplexMGF,0,5
Mathlib.Probability.Moments.ComplexMGF,1,2
Mathlib.Probability.Moments.MGFAnalytic,0,10
Mathlib.Probability.Moments.MGFAnalytic,1,2
Mathlib.Probability.Moments.MGFAnalytic,2,8
Mathlib.Probability.Distributions.Gaussian.Real,0,40
Mathlib.Probability.Distributions.Gaussian.Real,1,7
Mathlib.Probability.Distributions.Gaussian.Real,2,36
Mathlib.Probability.Distributions.Gaussian.Basic,2,5
Mathlib.Probability.Moments.CovarianceBilinDual,0,15
Mathlib.Probability.Moments.CovarianceBilinDual,1,6
Mathlib.Probability.Moments.CovarianceBilinDual,2,68
Mathlib.Probability.Moments.CovarianceBilin,0,7
Mathlib.Probability.Moments.CovarianceBilin,2,1003
Mathlib.Probability.Distributions.Gaussian.Fernique,0,8
Mathlib.Probability.Distributions.Gaussian.Fernique,2,7
Mathlib.Probability.Distributions.Gaussian.CharFun,2,6
Mathlib.Probability.Distributions.Gaussian.HasGaussianLaw.Basic,1,2
Mathlib.Probability.Distributions.Gaussian.HasGaussianLaw.Basic,2,6
Mathlib.Probability.Independence.CharacteristicFunction,1,2
Mathlib.Probability.Independence.CharacteristicFunction,2,19
Mathlib.Probability.Distributions.Gaussian.HasGaussianLaw.Independence,0,8
Mathlib.Probability.Distributions.Gaussian.IsGaussianProcess.Basic,1,1
Mathlib.Probability.ProbabilityMassFunction.Basic,0,6
Mathlib.Probability.ProbabilityMassFunction.Basic,1,9
Mathlib.Probability.Distributions.Geometric,0,11
Mathlib.Probability.Distributions.Geometric,1,13
Mathlib.Probability.Distributions.Pareto,0,23
Mathlib.Probability.Distributions.Pareto,1,5
Mathlib.Probability.Distributions.Poisson,0,3
Mathlib.Probability.Distributions.Poisson,1,2
Mathlib.Probability.Kernel.Composition.IntegralCompProd,1,16
Mathlib.Probability.Kernel.Disintegration.Basic,0,5
Mathlib.Probability.Kernel.Disintegration.Density,0,11
Mathlib.Probability.Kernel.Disintegration.Density,1,12
Mathlib.Probability.Kernel.Disintegration.StandardBorel,0,9
Mathlib.Probability.Kernel.Disintegration.StandardBorel,1,1
Mathlib.Probability.Kernel.CondDistrib,0,1
Mathlib.Probability.Kernel.CondDistrib,1,1
Mathlib.Probability.Kernel.IonescuTulcea.Maps,1,31
Mathlib.Probability.Kernel.IonescuTulcea.PartialTraj,0,17
Mathlib.Probability.Kernel.IonescuTulcea.PartialTraj,1,611
Mathlib.Probability.Kernel.Integral,0,2
Mathlib.Probability.Kernel.IonescuTulcea.Traj,0,241
Mathlib.Probability.Kernel.IonescuTulcea.Traj,1,310
Mathlib.Probability.ProductMeasure,0,71
Mathlib.Probability.ProductMeasure,1,71
Mathlib.Probability.Distributions.SetBernoulli,0,3
Mathlib.Probability.Distributions.SetBernoulli,1,1
Mathlib.Probability.Distributions.SetBernoulli,1024,1
Mathlib.Probability.ProbabilityMassFunction.Monad,0,28
Mathlib.Probability.ProbabilityMassFunction.Monad,1,8
Mathlib.Probability.ProbabilityMassFunction.Constructions,0,29
Mathlib.Probability.ProbabilityMassFunction.Constructions,1,36
Mathlib.Probability.Distributions.Uniform,0,21
Mathlib.Probability.Distributions.Uniform,1,4
Mathlib.Probability.Independence.BoundedContinuousFunction,1,6
Mathlib.Probability.Kernel.WithDensity,0,7
Mathlib.Probability.Kernel.WithDensity,1,2
Mathlib.Probability.Kernel.RadonNikodym,0,20
Mathlib.Probability.Kernel.RadonNikodym,1,15
Mathlib.Probability.Kernel.Condexp,0,1
Mathlib.Probability.Kernel.Condexp,1,4
Mathlib.Probability.Independence.Conditional,0,5
Mathlib.Probability.Independence.Conditional,1,32
Mathlib.Probability.Independence.Conditional,50,4
Mathlib.Probability.Independence.Conditional,1022,2
Mathlib.Probability.Independence.ZeroOne,0,15
Mathlib.Probability.Independence.ZeroOne,1,23
Mathlib.Probability.Kernel.Irreducible,0,18
Mathlib.Probability.Kernel.Posterior,1023,1
Mathlib.Probability.Kernel.Posterior,1024,2
Mathlib.Probability.Kernel.Proper,1,16
Mathlib.Probability.Moments.Tilted,2,1
Mathlib.Probability.Moments.SubGaussian,0,45
Mathlib.Probability.Moments.SubGaussian,1,13
Mathlib.Probability.Moments.SubGaussian,2,74
Mathlib.Probability.ProbabilityMassFunction.Binomial,0,2
Mathlib.Probability.ProbabilityMassFunction.Binomial,1,60
Mathlib.Probability.ProbabilityMassFunction.Integrals,0,1
Mathlib.Probability.ProbabilityMassFunction.Integrals,1,2
Mathlib.Probability.Process.Kolmogorov,0,28
Mathlib.Probability.StrongLaw,0,60
Mathlib.Probability.StrongLaw,1,6
Mathlib.Probability.StrongLaw,2,3
Mathlib.RepresentationTheory.AlgebraRepresentation.Basic,1,1
Mathlib.RepresentationTheory.Rep,0,3
Mathlib.RepresentationTheory.Rep,1,393
Mathlib.RepresentationTheory.FDRep,0,1
Mathlib.RepresentationTheory.FDRep,1,1
Mathlib.RepresentationTheory.Invariants,1,2
Mathlib.RepresentationTheory.Character,0,1
Mathlib.RepresentationTheory.Character,1,2
Mathlib.RepresentationTheory.Coinduced,1,12
Mathlib.RepresentationTheory.Coinvariants,0,1
Mathlib.RepresentationTheory.Coinvariants,1,6
Mathlib.RepresentationTheory.Subrepresentation,0,1
Mathlib.RepresentationTheory.Subrepresentation,1,1
Mathlib.RepresentationTheory.Maschke,1,2
Mathlib.RepresentationTheory.FinGroupCharZero,1,1
Mathlib.RepresentationTheory.Induced,1,7
Mathlib.RepresentationTheory.FiniteIndex,0,3
Mathlib.RepresentationTheory.Homological.FiniteCyclic,0,93
Mathlib.RepresentationTheory.Homological.FiniteCyclic,1,55
Mathlib.RepresentationTheory.Homological.Resolution,0,59
Mathlib.RepresentationTheory.Homological.Resolution,1,334
Mathlib.RepresentationTheory.Homological.GroupCohomology.Basic,0,8
Mathlib.RepresentationTheory.Homological.GroupCohomology.Basic,1,210
Mathlib.RepresentationTheory.Homological.GroupCohomology.LowDegree,0,542
Mathlib.RepresentationTheory.Homological.GroupCohomology.LowDegree,1,700
Mathlib.RepresentationTheory.Homological.GroupCohomology.LowDegree,2,484
Mathlib.RepresentationTheory.Homological.GroupCohomology.LowDegree,3,79
Mathlib.RepresentationTheory.Homological.GroupCohomology.FiniteCyclic,0,4
Mathlib.RepresentationTheory.Homological.GroupCohomology.FiniteCyclic,1,2
Mathlib.RepresentationTheory.Homological.GroupCohomology.Functoriality,0,371
Mathlib.RepresentationTheory.Homological.GroupCohomology.Functoriality,1,215
Mathlib.RepresentationTheory.Homological.GroupCohomology.Functoriality,2,193
Mathlib.RepresentationTheory.Homological.GroupCohomology.Functoriality,3,102
Mathlib.RepresentationTheory.Homological.GroupCohomology.Hilbert90,0,3
Mathlib.RepresentationTheory.Homological.GroupCohomology.Hilbert90,1,2
Mathlib.RepresentationTheory.Homological.GroupCohomology.LongExactSequence,0,8
Mathlib.RepresentationTheory.Homological.GroupCohomology.LongExactSequence,1,49
Mathlib.RepresentationTheory.Homological.GroupCohomology.LongExactSequence,2,6
Mathlib.RepresentationTheory.Homological.GroupHomology.Basic,0,9
Mathlib.RepresentationTheory.Homological.GroupHomology.Basic,1,257
Mathlib.RepresentationTheory.Homological.GroupHomology.LowDegree,0,585
Mathlib.RepresentationTheory.Homological.GroupHomology.LowDegree,1,482
Mathlib.RepresentationTheory.Homological.GroupHomology.LowDegree,2,464
Mathlib.RepresentationTheory.Homological.GroupHomology.LowDegree,3,109
Mathlib.RepresentationTheory.Homological.GroupHomology.FiniteCyclic,0,4
Mathlib.RepresentationTheory.Homological.GroupHomology.Functoriality,0,290
Mathlib.RepresentationTheory.Homological.GroupHomology.Functoriality,1,190
Mathlib.RepresentationTheory.Homological.GroupHomology.Functoriality,2,165
Mathlib.RepresentationTheory.Homological.GroupHomology.Functoriality,3,74
Mathlib.RepresentationTheory.Homological.GroupHomology.LongExactSequence,0,11
Mathlib.RepresentationTheory.Homological.GroupHomology.LongExactSequence,1,36
Mathlib.RepresentationTheory.Homological.GroupHomology.LongExactSequence,2,6
Mathlib.RepresentationTheory.Intertwining,0,4
Mathlib.RepresentationTheory.Intertwining,1,4
Mathlib.RepresentationTheory.Irreducible,0,2
Mathlib.RepresentationTheory.Irreducible,1,1
Mathlib.RepresentationTheory.Tannaka,1,2
Mathlib.RingTheory.AdicCompletion.RingHom,1,68
Mathlib.Topology.Algebra.Nonarchimedean.AdicTopology,0,5
Mathlib.RingTheory.AdicCompletion.Topology,0,2
Mathlib.RingTheory.Coalgebra.GroupLike,0,2
Mathlib.RingTheory.Coalgebra.GroupLike,1,11
Mathlib.RingTheory.Bialgebra.GroupLike,1,8
Mathlib.RingTheory.Coalgebra.MonoidAlgebra,0,2
Mathlib.RingTheory.Bialgebra.MonoidAlgebra,1,1
Mathlib.RingTheory.Coalgebra.Convolution,1,2
Mathlib.RingTheory.Complex,0,3
Mathlib.RingTheory.Complex,1,3
Mathlib.RingTheory.Complex,2,51
Mathlib.RingTheory.Polynomial.ContentIdeal,0,2
Mathlib.RingTheory.Polynomial.ContentIdeal,1,1
Mathlib.RingTheory.DedekindDomain.GaussLemma,1,14
Mathlib.RingTheory.DedekindDomain.SInteger,1,7
Mathlib.RingTheory.DedekindDomain.SelmerGroup,0,4
Mathlib.RingTheory.DedekindDomain.SelmerGroup,1,6
Mathlib.RingTheory.DividedPowers.Basic,0,128
Mathlib.RingTheory.DividedPowers.Basic,1,50
Mathlib.RingTheory.DividedPowers.DPMorphism,0,2
Mathlib.RingTheory.DividedPowers.DPMorphism,1,1
Mathlib.RingTheory.DividedPowers.RatAlgebra,0,36
Mathlib.RingTheory.DividedPowers.RatAlgebra,1,13
Mathlib.RingTheory.DividedPowers.RatAlgebra,2,7
Mathlib.RingTheory.DividedPowers.Padic,0,19
Mathlib.RingTheory.DividedPowers.Padic,1,2
Mathlib.RingTheory.DividedPowers.SubDPIdeal,0,54
Mathlib.RingTheory.DividedPowers.SubDPIdeal,1,1
Mathlib.RingTheory.DualNumber,0,1
Mathlib.RingTheory.FilteredAlgebra.Basic,1,4
Mathlib.RingTheory.Frobenius,0,1
Mathlib.RingTheory.Frobenius,1,1
Mathlib.RingTheory.GradedAlgebra.Homogeneous.Subsemiring,0,1
Mathlib.RingTheory.GradedAlgebra.Homogeneous.Subsemiring,1,1
Mathlib.RingTheory.GradedAlgebra.Noetherian,0,1
Mathlib.RingTheory.Grassmannian,0,4
Mathlib.RingTheory.Grassmannian,1,1
Mathlib.RingTheory.Grassmannian,1024,1
Mathlib.RingTheory.HahnSeries.Summable,0,86
Mathlib.RingTheory.HahnSeries.Summable,1,19
Mathlib.RingTheory.HahnSeries.HEval,0,7
Mathlib.RingTheory.HahnSeries.HEval,1,2
Mathlib.RingTheory.PowerSeries.WellKnown,0,10
Mathlib.RingTheory.PowerSeries.WellKnown,1,47
Mathlib.RingTheory.PowerSeries.WellKnown,2,4
Mathlib.RingTheory.PowerSeries.Binomial,0,1
Mathlib.RingTheory.PowerSeries.Binomial,1,6
Mathlib.RingTheory.HahnSeries.Binomial,0,13
Mathlib.RingTheory.HahnSeries.Binomial,1,12
Mathlib.RingTheory.HahnSeries.Cardinal,0,3
Mathlib.RingTheory.HahnSeries.Cardinal,1,7
Mathlib.RingTheory.HahnSeries.PowerSeries,0,7
Mathlib.RingTheory.HahnSeries.PowerSeries,1,3
Mathlib.RingTheory.HahnSeries.Valuation,0,2
Mathlib.RingTheory.Henselian,0,4
Mathlib.RingTheory.HopfAlgebra.GroupLike,1,2
Mathlib.RingTheory.Ideal.AssociatedPrime.Basic,0,3
Mathlib.RingTheory.Ideal.Height,0,2
Mathlib.RingTheory.Ideal.Height,1,1
Mathlib.RingTheory.Ideal.KrullsHeightTheorem,1,5
Mathlib.RingTheory.IdealFilter.Basic,0,1
Mathlib.RingTheory.IdealFilter.Basic,70,2
Mathlib.RingTheory.IdealFilter.Basic,71,1
Mathlib.RingTheory.IdealFilter.Topology,0,1
Mathlib.Topology.Algebra.ClopenNhdofOne,1,2
Mathlib.RingTheory.Kaehler.TensorProduct,0,2
Mathlib.RingTheory.Kaehler.TensorProduct,1,2
Mathlib.RingTheory.KrullDimension.Field,0,2
Mathlib.RingTheory.KrullDimension.LocalRing,0,1
Mathlib.RingTheory.KrullDimension.LocalRing,1,1
Mathlib.RingTheory.KrullDimension.NonZeroDivisors,0,1
Mathlib.RingTheory.KrullDimension.NonZeroDivisors,1,4
Mathlib.RingTheory.KrullDimension.Module,0,1
Mathlib.RingTheory.KrullDimension.PID,1,3
Mathlib.RingTheory.KrullDimension.Polynomial,1,3
Mathlib.RingTheory.KrullDimension.Polynomial,2,1
Mathlib.RingTheory.Regular.IsSMulRegular,0,2
Mathlib.RingTheory.Spectrum.Prime.LTSeries,1,1
Mathlib.RingTheory.KrullDimension.Regular,1,14
Mathlib.RingTheory.LaurentSeries,0,20
Mathlib.RingTheory.LaurentSeries,1,19
Mathlib.RingTheory.LaurentSeries,9000,1
Mathlib.RingTheory.Length,0,6
Mathlib.RingTheory.Length,1,2
Mathlib.RingTheory.LocalRing.NonLocalRing,1,1
Mathlib.RingTheory.Localization.Pi,0,2
Mathlib.RingTheory.Morita.Basic,0,1
Mathlib.RingTheory.Morita.Basic,1,1
Mathlib.RingTheory.Morita.Matrix,1,6
Mathlib.RingTheory.MvPolynomial.EulerIdentity,1,1
Mathlib.RingTheory.MvPolynomial.Ideal,0,10
Mathlib.RingTheory.MvPolynomial.Ideal,1,10
Mathlib.RingTheory.MvPolynomial.IrreducibleQuadratic,0,1
Mathlib.RingTheory.MvPolynomial.IrreducibleQuadratic,1,3
Mathlib.RingTheory.MvPolynomial.Symmetric.FundamentalTheorem,0,7
Mathlib.RingTheory.MvPolynomial.Symmetric.FundamentalTheorem,1,25
Mathlib.RingTheory.MvPolynomial.Symmetric.NewtonIdentities,0,6
Mathlib.RingTheory.MvPolynomial.Symmetric.NewtonIdentities,1,7
Mathlib.RingTheory.MvPowerSeries.Expand,0,31
Mathlib.RingTheory.MvPowerSeries.Expand,1,2
Mathlib.RingTheory.NoetherNormalization,0,4
Mathlib.RingTheory.NoetherNormalization,1,50
Mathlib.RingTheory.NoetherNormalization,2,1
Mathlib.RingTheory.NormTrace,1,2
Mathlib.RingTheory.NormTrace,2,1
Mathlib.RingTheory.OrderOfVanishing,0,4
Mathlib.RingTheory.OrderOfVanishing,1,7
Mathlib.RingTheory.Perfection,0,62
Mathlib.RingTheory.Perfection,1,44
Mathlib.RingTheory.Perfectoid.Untilt,0,5
Mathlib.RingTheory.Perfectoid.Untilt,1,4
Mathlib.RingTheory.WittVector.WittPolynomial,0,7
Mathlib.RingTheory.WittVector.WittPolynomial,1,108
Mathlib.RingTheory.WittVector.WittPolynomial,1024,2
Mathlib.RingTheory.WittVector.StructurePolynomial,0,6
Mathlib.RingTheory.WittVector.StructurePolynomial,1,4
Mathlib.RingTheory.WittVector.StructurePolynomial,1024,2
Mathlib.RingTheory.WittVector.Defs,0,84
Mathlib.RingTheory.WittVector.Defs,1,177
Mathlib.RingTheory.WittVector.Defs,2,202
Mathlib.RingTheory.WittVector.Basic,0,11
Mathlib.RingTheory.WittVector.Basic,1,27
Mathlib.RingTheory.WittVector.Basic,1022,1
Mathlib.RingTheory.WittVector.Basic,1024,1
Mathlib.RingTheory.WittVector.IsPoly,0,17
Mathlib.RingTheory.WittVector.IsPoly,1,12
Mathlib.RingTheory.WittVector.IsPoly,2,24
Mathlib.RingTheory.WittVector.IsPoly,1022,2
Mathlib.RingTheory.WittVector.IsPoly,1024,1
Mathlib.RingTheory.WittVector.Frobenius,1,34
Mathlib.RingTheory.WittVector.Verschiebung,0,28
Mathlib.RingTheory.WittVector.Verschiebung,1,9
Mathlib.RingTheory.WittVector.MulP,0,49
Mathlib.RingTheory.WittVector.Identities,0,12
Mathlib.RingTheory.WittVector.Identities,1,7
Mathlib.RingTheory.WittVector.Domain,0,5
Mathlib.RingTheory.WittVector.Domain,1,1
Mathlib.RingTheory.WittVector.InitTail,0,7
Mathlib.RingTheory.WittVector.InitTail,1022,1
Mathlib.RingTheory.WittVector.Truncated,0,8
Mathlib.RingTheory.WittVector.Truncated,1,29
Mathlib.RingTheory.WittVector.Truncated,1024,1
Mathlib.RingTheory.WittVector.Teichmuller,0,11
Mathlib.RingTheory.WittVector.Complete,0,6
Mathlib.RingTheory.WittVector.TeichmullerSeries,0,2
Mathlib.RingTheory.WittVector.TeichmullerSeries,1,1
Mathlib.RingTheory.Perfectoid.FontaineTheta,0,64
Mathlib.RingTheory.Perfectoid.FontaineTheta,1,424
Mathlib.RingTheory.UniqueFactorizationDomain.ClassGroup,0,1
Mathlib.RingTheory.PicardGroup,1,22
Mathlib.RingTheory.Polynomial.Dickson,0,6
Mathlib.RingTheory.Polynomial.Dickson,1,39
Mathlib.RingTheory.Polynomial.Dickson,2,18
Mathlib.RingTheory.Polynomial.Dickson,3,5
Mathlib.RingTheory.Polynomial.Eisenstein.Distinguished,0,2
Mathlib.RingTheory.Polynomial.Hermite.Basic,0,9
Mathlib.RingTheory.Polynomial.Hermite.Basic,1,19
Mathlib.RingTheory.Polynomial.Hermite.Basic,2,7
Mathlib.RingTheory.Polynomial.Hermite.Gaussian,1,3
Mathlib.RingTheory.Polynomial.Hermite.Gaussian,2,12
Mathlib.RingTheory.Polynomial.HilbertPoly,0,12
Mathlib.RingTheory.Polynomial.HilbertPoly,1,13
Mathlib.RingTheory.Polynomial.Morse,1,3
Mathlib.RingTheory.Polynomial.Selmer,0,1
Mathlib.RingTheory.Polynomial.Selmer,1,5
Mathlib.RingTheory.Polynomial.Selmer,2,1
Mathlib.RingTheory.Polynomial.ShiftedLegendre,1,10
Mathlib.RingTheory.Polynomial.SmallDegreeVieta,0,5
Mathlib.RingTheory.Polynomial.SmallDegreeVieta,1,1
Mathlib.RingTheory.Polynomial.SmallDegreeVieta,2,11
Mathlib.RingTheory.TensorProduct.DirectLimitFG,0,4
Mathlib.RingTheory.PolynomialLaw.Basic,0,12
Mathlib.RingTheory.PolynomialLaw.Basic,1,10
Mathlib.RingTheory.PolynomialLaw.Basic,25,2
Mathlib.RingTheory.PowerSeries.Catalan,1,2
Mathlib.RingTheory.PowerSeries.Catalan,2,1
Mathlib.RingTheory.PowerSeries.Expand,0,27
Mathlib.RingTheory.PowerSeries.Expand,1,2
Mathlib.RingTheory.PowerSeries.Ideal,1,2
Mathlib.RingTheory.PowerSeries.Restricted,0,4
Mathlib.RingTheory.PowerSeries.Restricted,1,1
Mathlib.RingTheory.PowerSeries.Schroder,0,2
Mathlib.RingTheory.PowerSeries.Schroder,1,4
Mathlib.RingTheory.PowerSeries.Schroder,2,2
Mathlib.RingTheory.PowerSeries.WeierstrassPreparation,0,97
Mathlib.RingTheory.PowerSeries.WeierstrassPreparation,1,2
Mathlib.RingTheory.PowerSeries.WeierstrassPreparation,70,4
Mathlib.RingTheory.PowerSeries.WeierstrassPreparation,71,2
Mathlib.RingTheory.RingInvo,0,3
Mathlib.RingTheory.RingInvo,1,1
Mathlib.RingTheory.SimpleModule.Rank,1,1
Mathlib.RingTheory.Spectrum.Prime.Homeomorph,0,1
Mathlib.RingTheory.TensorProduct.MonoidAlgebra,1,2
Mathlib.RingTheory.UniqueFactorizationDomain.Finsupp,0,7
Mathlib.RingTheory.UniqueFactorizationDomain.Finsupp,1,1
Mathlib.RingTheory.UniqueFactorizationDomain.Moebius,0,5
Mathlib.RingTheory.UniqueFactorizationDomain.Moebius,1,7
Mathlib.RingTheory.Valuation.Extension,1,8
Mathlib.RingTheory.Valuation.FiniteField,0,1
Mathlib.RingTheory.Valuation.FiniteField,1,2
Mathlib.RingTheory.Valuation.Minpoly,0,3
Mathlib.RingTheory.Valuation.Quotient,0,2
Mathlib.RingTheory.Valuation.ValuativeRel.Trivial,0,23
Mathlib.RingTheory.Valuation.ValuativeRel.Trivial,1,5
Mathlib.RingTheory.WittVector.Compare,0,1
Mathlib.RingTheory.WittVector.MulCoeff,0,31
Mathlib.RingTheory.WittVector.MulCoeff,1,145
Mathlib.RingTheory.WittVector.MulCoeff,2,1263
Mathlib.RingTheory.WittVector.DiscreteValuationRing,0,13
Mathlib.RingTheory.WittVector.DiscreteValuationRing,1,26
Mathlib.RingTheory.WittVector.FrobeniusFractionField,0,126
Mathlib.RingTheory.WittVector.FrobeniusFractionField,1,51
Mathlib.RingTheory.WittVector.Isocrystal,0,25
Mathlib.RingTheory.WittVector.Isocrystal,1,3
Mathlib.RingTheory.WittVector.Isocrystal,50,4
Mathlib.RingTheory.WittVector.Isocrystal,1024,3
Mathlib.RingTheory.ZMod.Torsion,1,2
Mathlib.SetTheory.PGame.Basic,0,27
Mathlib.SetTheory.PGame.Basic,1,8
Mathlib.SetTheory.PGame.Basic,50,5
Mathlib.SetTheory.PGame.Basic,51,7
Mathlib.SetTheory.PGame.Basic,1022,2
Mathlib.SetTheory.PGame.Basic,1024,1
Mathlib.SetTheory.PGame.Order,0,29
Mathlib.SetTheory.PGame.Order,50,4
Mathlib.SetTheory.PGame.Order,51,2
Mathlib.SetTheory.PGame.Algebra,0,174
Mathlib.SetTheory.PGame.Algebra,1,4
Mathlib.SetTheory.Game.Basic,0,1241
Mathlib.SetTheory.Game.Basic,1,98
Mathlib.SetTheory.Game.Basic,2,12
Mathlib.SetTheory.Game.Basic,3,12
Mathlib.SetTheory.Game.Basic,4,11
Mathlib.SetTheory.Ordinal.NaturalOps,0,20
Mathlib.SetTheory.Ordinal.NaturalOps,1,19
Mathlib.SetTheory.Ordinal.NaturalOps,65,2
Mathlib.SetTheory.Ordinal.NaturalOps,66,1
Mathlib.SetTheory.Ordinal.NaturalOps,70,2
Mathlib.SetTheory.Ordinal.NaturalOps,71,1
Mathlib.SetTheory.Game.Ordinal,0,20
Mathlib.SetTheory.Game.Ordinal,1,92
Mathlib.SetTheory.Game.Birthday,0,7
Mathlib.SetTheory.Game.Birthday,1,6
Mathlib.SetTheory.Game.Short,0,23
Mathlib.SetTheory.Game.Short,1,15
Mathlib.SetTheory.Game.State,0,88
Mathlib.SetTheory.Game.State,1,113
Mathlib.SetTheory.Game.Domineering,0,24
Mathlib.SetTheory.Game.Domineering,1,21
Mathlib.SetTheory.Game.Domineering,2,12
Mathlib.SetTheory.Game.Impartial,0,33
Mathlib.SetTheory.Nimber.Basic,0,22
Mathlib.SetTheory.Nimber.Basic,1,12
Mathlib.SetTheory.Nimber.Basic,75,2
Mathlib.SetTheory.Game.Nim,0,37
Mathlib.SetTheory.Game.Nim,1,276
Mathlib.SetTheory.Lists,0,13
Mathlib.SetTheory.Lists,1,20
Mathlib.SetTheory.Lists,2,11
Mathlib.SetTheory.Nimber.Field,0,16
Mathlib.SetTheory.Nimber.Field,1,7
Mathlib.SetTheory.Nimber.Field,2,1
Mathlib.SetTheory.Ordinal.CantorNormalForm,0,78
Mathlib.SetTheory.Ordinal.CantorNormalForm,1,8
Mathlib.SetTheory.Ordinal.FixedPointApproximants,1,2
Mathlib.SetTheory.Ordinal.Notation,0,175
Mathlib.SetTheory.Ordinal.Notation,1,47
Mathlib.SetTheory.Ordinal.Notation,2,5
Mathlib.SetTheory.Ordinal.Notation,1024,2
Mathlib.SetTheory.Ordinal.Notation,2048,1
Mathlib.SetTheory.Ordinal.Topology,0,8
Mathlib.SetTheory.Ordinal.Veblen,0,105
Mathlib.SetTheory.Ordinal.Veblen,1,3
Mathlib.SetTheory.Ordinal.Veblen,1024,4
Mathlib.SetTheory.Surreal.Basic,0,13
Mathlib.SetTheory.Surreal.Basic,1,4
Mathlib.SetTheory.Surreal.Multiplication,0,11
Mathlib.SetTheory.Surreal.Multiplication,1,11
Mathlib.SetTheory.Surreal.Dyadic,0,13
Mathlib.SetTheory.Surreal.Dyadic,1,22
Mathlib.SetTheory.Surreal.Dyadic,2,83
Mathlib.SetTheory.ZFC.PSet,0,4
Mathlib.SetTheory.ZFC.PSet,1,1
Mathlib.SetTheory.ZFC.PSet,110,2
Mathlib.SetTheory.ZFC.Basic,0,26
Mathlib.SetTheory.ZFC.Basic,1,18
Mathlib.SetTheory.ZFC.Basic,2,20
Mathlib.SetTheory.ZFC.Basic,60,1
Mathlib.SetTheory.ZFC.Basic,110,4
Mathlib.SetTheory.ZFC.Basic,1022,1
Mathlib.SetTheory.ZFC.Cardinal,0,1
Mathlib.SetTheory.ZFC.Cardinal,1,3
Mathlib.SetTheory.ZFC.Cardinal,2,2
Mathlib.SetTheory.ZFC.Rank,0,2
Mathlib.SetTheory.ZFC.Ordinal,0,1
Mathlib.SetTheory.ZFC.Class,0,1
Mathlib.SetTheory.ZFC.Class,1,2
Mathlib.SetTheory.ZFC.Class,100,2
Mathlib.SetTheory.ZFC.Class,101,1
Mathlib.SetTheory.ZFC.Class,110,4
Mathlib.SetTheory.ZFC.VonNeumann,0,1
Mathlib.SetTheory.ZFC.VonNeumann,1024,1
Mathlib.Tactic.Cases,0,4
Mathlib.Tactic.Cases,1,1
Mathlib.Tactic.Cases,1022,2
Mathlib.Tactic.CategoryTheory.CheckCompositions,7,2
Mathlib.Tactic.CategoryTheory.CheckCompositions,1024,1
Mathlib.Tactic.Change,0,1
Mathlib.Tactic.Change,1022,1
Mathlib.Tactic.Clean,0,3
Mathlib.Tactic.Clean,1,1
Mathlib.Tactic.Clean,1022,2
Mathlib.Tactic.ComputeAsymptotics.Lemmas,0,2
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Basis,0,14
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Basis,1,15
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Basis,2,11
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Corecursion,1,8
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Corecursion,2,4
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Majorized,0,5
Mathlib.Tactic.ComputeAsymptotics.Multiseries.Majorized,1,1
Mathlib.Tactic.DeriveCountable,0,4
Mathlib.Tactic.DeriveCountable,1,4
Mathlib.Tactic.DeriveCountable,2,1
Mathlib.Tactic.DeriveEncodable,0,3
Mathlib.Tactic.DeriveTraversable,0,42
Mathlib.Tactic.DeriveTraversable,1,1
Mathlib.Tactic.DeriveTraversable,2,5
Mathlib.Tactic.DeriveTraversable,4,1
Mathlib.Tactic.DeriveTraversable,6,2
